timestamp,side,price,size,age,event
2026-03-02 08:02:08.008,bid,24813.5,50,0,removed
2026-03-02 08:02:08.008,ask,24837.75,30,1,removed
2026-03-02 08:02:14.508,ask,24837.75,30,4,removed
2026-03-02 08:02:15.968,ask,24839.0,30,0,removed
2026-03-02 08:02:16.740,ask,24838.75,10,0,removed
2026-03-02 08:02:18.992,ask,24839.25,50,0,removed
2026-03-02 08:02:19.628,bid,24816.5,50,0,removed
2026-03-02 08:02:26.392,bid,24816.5,50,3,removed
2026-03-02 08:02:26.392,ask,24835.5,40,4,removed
2026-03-02 08:02:30.748,bid,24816.25,60,1,removed
2026-03-02 08:02:31.068,bid,24814.25,30,0,removed
2026-03-02 08:02:31.068,ask,24837.5,30,2,removed
2026-03-02 08:02:32.608,ask,24839.25,50,0,removed
2026-03-02 08:02:33.352,bid,24798.75,50,0,removed
2026-03-02 08:02:34.632,bid,24816.25,50,0,removed
2026-03-02 08:02:34.632,ask,24837.75,30,0,removed
2026-03-02 08:02:39.424,bid,24816.25,50,3,removed
2026-03-02 08:02:40.428,ask,24838.0,30,0,removed
2026-03-02 08:02:41.124,bid,24819.5,30,0,removed
2026-03-02 08:02:44.884,ask,24843.25,50,2,removed
2026-03-02 08:02:46.080,ask,24840.0,30,0,removed
2026-03-02 08:02:47.388,bid,24819.5,30,2,removed
2026-03-02 08:02:49.084,bid,24804.0,50,0,removed
2026-03-02 08:02:50.120,bid,24819.5,30,0,removed
2026-03-02 08:02:51.800,bid,24820.25,50,0,removed
2026-03-02 08:02:55.328,bid,24820.25,50,0,removed
2026-03-02 08:02:55.328,ask,24837.75,10,0,removed
2026-03-02 08:02:57.436,bid,24821.25,40,0,removed
2026-03-02 08:02:57.436,bid,24820.25,50,0,removed
2026-03-02 08:03:00.120,bid,24820.25,50,1,removed
2026-03-02 08:03:00.936,bid,24821.0,30,1,removed
2026-03-02 08:03:15.664,bid,24821.25,40,9,removed
2026-03-02 08:03:15.664,ask,24841.5,31,18,removed
2026-03-02 08:03:16.408,ask,24842.5,30,0,removed
2026-03-02 08:03:17.300,bid,24816.25,50,0,removed
2026-03-02 08:03:18.900,ask,24842.5,40,1,removed
2026-03-02 08:03:21.120,bid,24824.25,50,0,removed
2026-03-02 08:03:21.240,bid,24826.75,40,0,removed
2026-03-02 08:03:21.240,ask,24847.25,50,1,removed
2026-03-02 08:03:21.264,bid,24809.25,50,0,removed
2026-03-02 08:03:21.268,bid,24826.75,40,0,removed
2026-03-02 08:03:21.284,bid,24809.25,50,4,removed
2026-03-02 08:03:21.284,bid,24826.75,40,0,removed
2026-03-02 08:03:21.284,ask,24847.25,50,2,removed
2026-03-02 08:03:21.412,bid,24824.25,50,0,removed
2026-03-02 08:03:24.212,ask,24847.25,50,3,removed
2026-03-02 08:03:27.260,bid,24826.75,40,19,removed
2026-03-02 08:03:27.956,ask,24849.5,30,1,removed
2026-03-02 08:03:29.048,ask,24849.5,30,0,removed
2026-03-02 08:03:30.636,ask,24851.25,50,0,removed
2026-03-02 08:03:33.132,bid,24814.5,50,0,removed
2026-03-02 08:03:33.132,ask,24848.5,30,0,removed
2026-03-02 08:03:34.480,bid,24826.0,30,0,removed
2026-03-02 08:03:34.920,ask,24848.5,30,0,removed
2026-03-02 08:03:38.000,ask,24847.25,50,1,removed
2026-03-02 08:03:38.440,bid,24809.25,50,0,removed
2026-03-02 08:03:39.772,ask,24847.25,50,0,removed
2026-03-02 08:03:39.772,ask,24846.75,40,0,removed
2026-03-02 08:03:43.752,bid,24809.25,50,0,removed
2026-03-02 08:03:46.668,bid,24824.75,30,1,removed
2026-03-02 08:03:46.668,ask,24845.0,30,3,removed
2026-03-02 08:03:49.424,bid,24809.25,50,1,removed
2026-03-02 08:03:52.096,ask,24846.75,30,4,removed
2026-03-02 08:03:53.224,ask,24847.25,50,1,removed
2026-03-02 08:03:54.220,bid,24826.5,30,0,removed
2026-03-02 08:03:56.332,ask,24846.75,30,0,removed
2026-03-02 08:03:57.280,ask,24847.25,50,0,removed
2026-03-02 08:03:58.168,ask,24846.75,30,0,removed
2026-03-02 08:03:59.408,ask,24843.25,80,0,removed
2026-03-02 08:04:03.344,bid,24820.25,50,4,removed
2026-03-02 08:04:05.140,ask,24843.25,80,6,removed
2026-03-02 08:04:07.504,ask,24841.5,30,1,removed
2026-03-02 08:04:09.036,ask,24841.5,30,0,removed
2026-03-02 08:04:10.788,bid,24803.75,50,0,removed
2026-03-02 08:04:10.788,ask,24843.25,50,1,removed
2026-03-02 08:04:11.584,ask,24839.75,30,0,removed
2026-03-02 08:04:12.280,ask,24843.25,50,0,removed
2026-03-02 08:04:13.028,ask,24839.75,30,0,removed
2026-03-02 08:04:14.644,bid,24820.25,50,10,removed
2026-03-02 08:04:16.032,ask,24839.0,50,3,removed
2026-03-02 08:04:18.032,ask,24839.0,50,0,removed
2026-03-02 08:04:18.032,ask,24843.0,50,0,removed
2026-03-02 08:04:20.240,ask,24839.75,30,2,removed
2026-03-02 08:04:21.844,bid,24820.25,50,2,removed
2026-03-02 08:04:21.844,ask,24843.0,50,0,removed
2026-03-02 08:04:23.768,bid,24820.25,50,0,removed
2026-03-02 08:04:23.768,ask,24839.75,30,1,removed
2026-03-02 08:04:24.956,ask,24843.0,50,0,removed
2026-03-02 08:04:29.124,bid,24820.25,50,1,removed
2026-03-02 08:04:29.608,ask,24839.75,30,0,removed
2026-03-02 08:04:33.096,bid,24820.25,50,2,removed
2026-03-02 08:04:34.420,bid,24824.0,10,1,removed
2026-03-02 08:04:34.420,ask,24841.5,30,4,removed
2026-03-02 08:04:35.880,bid,24809.0,50,1,removed
2026-03-02 08:04:39.196,ask,24841.5,30,2,removed
2026-03-02 08:04:41.580,bid,24809.0,50,1,removed
2026-03-02 08:04:41.580,ask,24847.0,53,2,removed
2026-03-02 08:04:45.048,bid,24823.25,30,2,removed
2026-03-02 08:04:47.892,bid,24822.75,30,1,removed
2026-03-02 08:04:52.572,bid,24820.75,41,1,removed
2026-03-02 08:04:53.992,bid,24822.5,30,0,removed
2026-03-02 08:04:55.824,bid,24824.0,10,0,removed
2026-03-02 08:04:55.824,bid,24828.75,10,0,removed
2026-03-02 08:04:59.360,bid,24809.0,50,1,removed
2026-03-02 08:05:00.128,bid,24824.0,10,0,removed
2026-03-02 08:05:00.128,bid,24827.0,10,0,removed
2026-03-02 08:05:00.744,ask,24842.75,95,14,removed
2026-03-02 08:05:01.152,bid,24809.0,50,0,removed
2026-03-02 08:05:01.724,bid,24824.25,50,0,removed
2026-03-02 08:05:01.724,ask,24842.75,65,0,removed
2026-03-02 08:05:02.008,ask,24842.5,42,0,removed
2026-03-02 08:05:07.820,bid,24825.25,30,1,removed
2026-03-02 08:05:08.828,bid,24827.0,30,0,removed
2026-03-02 08:05:08.828,ask,24850.75,50,0,removed
2026-03-02 08:05:09.380,bid,24809.0,50,0,removed
2026-03-02 08:05:10.004,ask,24850.75,50,0,removed
2026-03-02 08:05:21.292,bid,24824.25,60,9,removed
2026-03-02 08:05:26.912,ask,24853.0,30,0,removed
2026-03-02 08:05:28.008,ask,24854.75,50,0,removed
2026-03-02 08:05:29.472,ask,24859.5,50,2,removed
2026-03-02 08:05:31.444,ask,24859.5,50,1,removed
2026-03-02 08:05:32.704,ask,24856.0,40,1,removed
2026-03-02 08:05:38.796,ask,24853.75,30,0,removed
2026-03-02 08:05:40.920,ask,24853.75,30,0,removed
2026-03-02 08:05:48.052,ask,24855.5,50,1,removed
2026-03-02 08:05:48.412,ask,24852.0,30,0,removed
2026-03-02 08:05:50.736,ask,24853.75,30,1,removed
2026-03-02 08:05:52.664,bid,24832.0,50,0,removed
2026-03-02 08:05:54.392,ask,24853.75,30,1,removed
2026-03-02 08:05:58.568,bid,24832.0,50,0,removed
2026-03-02 08:05:58.568,ask,24855.5,50,2,removed
2026-03-02 08:06:02.260,bid,24832.0,50,0,removed
2026-03-02 08:06:05.960,ask,24853.5,30,1,removed
2026-03-02 08:06:06.652,bid,24833.75,40,1,removed
2026-03-02 08:06:06.652,ask,24855.5,50,0,removed
2026-03-02 08:06:09.124,ask,24854.0,40,1,removed
2026-03-02 08:06:10.208,bid,24819.5,50,0,removed
2026-03-02 08:06:13.068,ask,24854.0,40,1,removed
2026-03-02 08:06:17.708,ask,24854.25,30,1,removed
2026-03-02 08:06:31.076,bid,24819.5,50,1,removed
2026-03-02 08:06:31.076,ask,24859.5,50,5,removed
2026-03-02 08:06:33.896,ask,24862.0,30,0,removed
2026-03-02 08:06:35.012,bid,24840.0,50,0,removed
2026-03-02 08:06:37.884,bid,24844.0,50,0,removed
2026-03-02 08:06:38.756,bid,24830.0,50,1,removed
2026-03-02 08:06:38.756,ask,24867.75,50,0,removed
2026-03-02 08:06:39.192,ask,24866.25,30,0,removed
2026-03-02 08:06:41.748,ask,24871.75,50,1,removed
2026-03-02 08:06:46.112,ask,24867.75,50,0,removed
2026-03-02 08:06:49.300,bid,24830.0,50,10,removed
2026-03-02 08:06:49.300,ask,24867.75,50,1,removed
2026-03-02 08:06:53.140,bid,24830.0,50,0,removed
2026-03-02 08:06:53.140,ask,24871.75,50,0,removed
2026-03-02 08:06:54.560,ask,24870.75,40,0,removed
2026-03-02 08:06:56.744,ask,24884.5,50,0,removed
2026-03-02 08:06:58.268,ask,24870.75,40,1,removed
2026-03-02 08:07:01.412,ask,24884.5,50,0,removed
2026-03-02 08:07:01.900,bid,24834.75,50,8,removed
2026-03-02 08:07:01.900,ask,24870.75,41,0,removed
2026-03-02 08:07:04.496,bid,24852.25,90,2,removed
2026-03-02 08:07:04.496,ask,24875.75,50,3,removed
2026-03-02 08:07:05.304,bid,24851.25,10,0,removed
2026-03-02 08:07:07.292,bid,24851.75,30,0,removed
2026-03-02 08:07:12.044,bid,24849.25,30,2,removed
2026-03-02 08:07:12.044,ask,24871.75,80,2,removed
2026-03-02 08:07:12.424,ask,24867.5,10,0,removed
2026-03-02 08:07:13.400,ask,24884.5,50,1,removed
2026-03-02 08:07:13.840,bid,24844.25,50,1,removed
2026-03-02 08:07:13.840,ask,24867.75,50,0,removed
2026-03-02 08:07:15.856,bid,24848.0,10,2,removed
2026-03-02 08:07:17.856,bid,24848.0,10,0,removed
2026-03-02 08:07:17.856,ask,24868.25,30,1,removed
2026-03-02 08:07:21.376,ask,24867.75,50,0,removed
2026-03-02 08:07:22.276,bid,24825.0,98,1,removed
2026-03-02 08:07:26.552,bid,24825.0,98,0,removed
2026-03-02 08:07:31.524,ask,24871.75,50,0,removed
2026-03-02 08:07:31.932,bid,24825.0,98,1,removed
2026-03-02 08:07:33.760,ask,24871.75,50,0,removed
2026-03-02 08:07:38.128,bid,24825.0,98,2,removed
2026-03-02 08:07:38.128,ask,24870.25,30,2,removed
2026-03-02 08:07:39.548,ask,24870.75,40,0,removed
2026-03-02 08:07:42.248,bid,24825.0,98,1,removed
2026-03-02 08:07:42.248,ask,24871.5,30,0,removed
2026-03-02 08:07:49.580,ask,24884.5,50,3,removed
2026-03-02 08:07:51.524,bid,24825.0,98,3,removed
2026-03-02 08:07:52.700,bid,24834.75,50,0,removed
2026-03-02 08:07:52.700,ask,24871.5,30,1,removed
2026-03-02 08:07:53.840,ask,24884.5,50,0,removed
2026-03-02 08:07:54.932,bid,24825.0,98,0,removed
2026-03-02 08:07:56.064,bid,24852.25,60,0,removed
2026-03-02 08:07:56.064,ask,24874.0,30,1,removed
2026-03-02 08:08:04.628,bid,24825.0,98,0,removed
2026-03-02 08:08:06.068,ask,24875.75,50,0,removed
2026-03-02 08:08:07.096,ask,24891.25,50,0,removed
2026-03-02 08:08:11.380,ask,24875.75,50,1,removed
2026-03-02 08:08:12.460,bid,24825.0,98,0,removed
2026-03-02 08:08:15.848,bid,24825.0,98,0,removed
2026-03-02 08:08:20.472,bid,24840.0,50,1,removed
2026-03-02 08:08:20.472,ask,24875.75,50,0,removed
2026-03-02 08:08:21.172,ask,24873.5,30,0,removed
2026-03-02 08:08:22.108,bid,24825.0,98,0,removed
2026-03-02 08:08:22.108,ask,24875.75,50,0,removed
2026-03-02 08:08:24.928,bid,24840.0,50,0,removed
2026-03-02 08:08:24.928,ask,24875.25,30,1,removed
2026-03-02 08:08:26.012,bid,24825.0,98,0,removed
2026-03-02 08:08:26.012,ask,24875.5,10,0,removed
2026-03-02 08:08:26.956,ask,24891.25,50,0,removed
2026-03-02 08:08:29.220,ask,24876.5,30,1,removed
2026-03-02 08:08:32.156,ask,24875.75,50,1,removed
2026-03-02 08:08:34.000,bid,24853.75,30,0,removed
2026-03-02 08:08:34.000,ask,24875.75,50,0,removed
2026-03-02 08:08:39.200,ask,24886.0,50,1,removed
2026-03-02 08:08:40.500,bid,24825.0,98,0,removed
2026-03-02 08:08:42.088,bid,24829.5,50,0,removed
2026-03-02 08:08:43.124,bid,24825.0,98,0,removed
2026-03-02 08:08:43.124,ask,24866.25,30,0,removed
2026-03-02 08:08:48.952,bid,24829.5,50,0,removed
2026-03-02 08:08:48.952,ask,24867.5,30,0,removed
2026-03-02 08:08:50.256,bid,24834.75,50,0,removed
2026-03-02 08:08:52.872,bid,24825.0,98,1,removed
2026-03-02 08:08:52.872,ask,24872.0,51,2,removed
2026-03-02 08:08:55.256,ask,24886.0,50,0,removed
2026-03-02 08:08:56.928,ask,24868.75,10,1,removed
2026-03-02 08:08:59.580,bid,24834.75,50,4,removed
2026-03-02 08:09:01.736,bid,24834.75,50,0,removed
2026-03-02 08:09:02.336,ask,24886.0,50,3,removed
2026-03-02 08:09:03.304,bid,24834.75,50,0,removed
2026-03-02 08:09:05.920,ask,24872.25,10,1,removed
2026-03-02 08:09:07.720,ask,24886.0,50,0,removed
2026-03-02 08:09:11.240,bid,24825.0,98,2,removed
2026-03-02 08:09:11.240,ask,24872.25,10,1,removed
2026-03-02 08:09:11.684,ask,24876.25,50,0,removed
2026-03-02 08:09:13.232,bid,24851.75,50,1,removed
2026-03-02 08:09:14.896,bid,24825.0,98,1,removed
2026-03-02 08:09:14.896,ask,24876.25,50,0,removed
2026-03-02 08:09:16.380,ask,24886.0,50,0,removed
2026-03-02 08:09:17.340,bid,24851.75,50,1,removed
2026-03-02 08:09:20.804,bid,24825.0,98,2,removed
2026-03-02 08:09:31.124,ask,24886.0,50,0,removed
2026-03-02 08:09:32.900,ask,24872.5,30,0,removed
2026-03-02 08:09:33.464,bid,24840.0,50,7,removed
2026-03-02 08:09:34.192,bid,24825.0,98,0,removed
2026-03-02 08:09:34.192,ask,24891.5,50,0,removed
2026-03-02 08:09:35.212,bid,24840.0,50,0,removed
2026-03-02 08:09:36.748,ask,24876.25,50,1,removed
2026-03-02 08:09:38.956,ask,24876.0,30,0,removed
2026-03-02 08:09:40.292,bid,24825.0,98,2,removed
2026-03-02 08:09:40.292,ask,24876.25,50,0,removed
2026-03-02 08:09:42.136,bid,24840.0,50,1,removed
2026-03-02 08:09:42.944,bid,24825.0,98,0,removed
2026-03-02 08:09:43.660,bid,24853.25,30,0,removed
2026-03-02 08:09:44.252,bid,24852.25,40,0,removed
2026-03-02 08:09:46.156,bid,24825.0,98,1,removed
2026-03-02 08:09:54.712,bid,24847.75,50,9,removed
2026-03-02 08:09:56.420,ask,24868.0,50,1,removed
2026-03-02 08:10:05.548,bid,24843.75,50,0,removed
2026-03-02 08:10:05.548,bid,24829.5,50,0,removed
2026-03-02 08:10:07.144,bid,24843.75,50,0,removed
2026-03-02 08:10:07.144,bid,24829.5,50,0,removed
2026-03-02 08:10:17.348,ask,24867.75,30,1,removed
2026-03-02 08:10:18.000,ask,24867.25,30,0,removed
2026-03-02 08:10:19.068,ask,24881.0,50,0,removed
2026-03-02 08:10:19.680,bid,24829.5,50,2,removed
2026-03-02 08:10:26.540,bid,24847.25,30,2,removed
2026-03-02 08:10:26.540,ask,24867.75,30,2,removed
2026-03-02 08:10:28.104,bid,24847.25,30,0,removed
2026-03-02 08:10:28.104,ask,24866.0,30,1,removed
2026-03-02 08:10:29.664,bid,24847.25,30,0,removed
2026-03-02 08:10:31.284,ask,24865.5,30,1,removed
2026-03-02 08:10:31.652,bid,24847.25,30,0,removed
2026-03-02 08:10:36.932,ask,24864.0,50,1,removed
2026-03-02 08:10:43.968,bid,24839.75,50,9,removed
2026-03-02 08:10:43.968,ask,24865.5,30,3,removed
2026-03-02 08:10:45.440,ask,24860.0,50,0,removed
2026-03-02 08:10:46.288,bid,24835.75,50,1,removed
2026-03-02 08:10:48.836,bid,24835.75,50,0,removed
2026-03-02 08:10:50.484,bid,24835.75,50,0,removed
2026-03-02 08:10:50.484,ask,24860.0,50,3,removed
2026-03-02 08:10:51.604,ask,24859.0,40,0,removed
2026-03-02 08:10:56.232,ask,24859.0,40,0,removed
2026-03-02 08:10:56.852,bid,24835.75,50,2,removed
2026-03-02 08:11:00.064,ask,24862.5,30,0,removed
2026-03-02 08:11:03.396,bid,24839.75,50,4,removed
2026-03-02 08:11:05.992,ask,24861.0,30,0,removed
2026-03-02 08:11:06.704,ask,24862.0,10,0,removed
2026-03-02 08:11:07.964,bid,24839.75,50,0,removed
2026-03-02 08:11:07.964,ask,24863.25,30,0,removed
2026-03-02 08:11:08.312,bid,24841.25,30,0,removed
2026-03-02 08:11:08.484,ask,24869.0,50,0,removed
2026-03-02 08:11:08.768,ask,24868.5,10,0,removed
2026-03-02 08:11:09.292,bid,24846.5,30,1,removed
2026-03-02 08:11:10.044,ask,24868.5,10,0,removed
2026-03-02 08:11:11.016,bid,24848.0,50,1,removed
2026-03-02 08:11:12.484,bid,24844.0,50,0,removed
2026-03-02 08:11:12.484,ask,24868.5,10,0,removed
2026-03-02 08:11:19.080,ask,24868.5,10,1,removed
2026-03-02 08:11:19.768,ask,24881.0,50,0,removed
2026-03-02 08:11:20.164,bid,24844.0,50,3,removed
2026-03-02 08:11:21.504,ask,24868.5,10,2,removed
2026-03-02 08:11:22.624,ask,24881.0,50,0,removed
2026-03-02 08:11:23.760,ask,24868.5,10,0,removed
2026-03-02 08:11:25.380,bid,24847.5,40,4,removed
2026-03-02 08:11:29.212,bid,24847.5,40,0,removed
2026-03-02 08:11:29.212,ask,24868.5,10,1,removed
2026-03-02 08:11:31.056,ask,24881.0,50,0,removed
2026-03-02 08:11:31.708,bid,24829.5,50,2,removed
2026-03-02 08:11:31.708,ask,24866.25,30,0,removed
2026-03-02 08:11:34.868,ask,24868.75,10,1,removed
2026-03-02 08:11:38.724,ask,24867.0,30,0,removed
2026-03-02 08:11:40.856,bid,24847.5,40,0,removed
2026-03-02 08:11:44.712,bid,24847.5,40,0,removed
2026-03-02 08:11:46.552,ask,24867.0,30,0,removed
2026-03-02 08:11:52.416,bid,24847.5,40,2,removed
2026-03-02 08:11:55.600,ask,24868.75,10,0,removed
2026-03-02 08:11:57.264,ask,24866.5,30,0,removed
2026-03-02 08:12:02.084,ask,24865.0,50,0,removed
2026-03-02 08:12:03.388,ask,24861.0,80,0,removed
2026-03-02 08:12:06.080,ask,24861.0,80,0,removed
2026-03-02 08:12:09.788,ask,24861.0,50,1,removed
2026-03-02 08:12:19.880,bid,24829.5,50,3,removed
2026-03-02 08:12:19.880,bid,24824.25,50,3,removed
2026-03-02 08:12:23.428,bid,24829.5,50,0,removed
2026-03-02 08:12:23.428,bid,24824.25,50,0,removed
2026-03-02 08:12:26.764,ask,24861.0,50,1,removed
2026-03-02 08:12:46.164,ask,24865.0,50,8,removed
2026-03-02 08:12:49.540,bid,24824.25,50,6,removed
2026-03-02 08:12:55.464,ask,24865.0,50,0,removed
2026-03-02 08:12:59.812,ask,24861.5,30,0,removed
2026-03-02 08:13:11.192,bid,24824.25,50,3,removed
2026-03-02 08:13:11.192,ask,24859.75,30,0,removed
2026-03-02 08:13:14.264,bid,24824.25,50,0,removed
2026-03-02 08:13:24.228,ask,24858.75,11,0,removed
2026-03-02 08:13:25.912,bid,24824.25,50,2,removed
2026-03-02 08:13:29.568,ask,24863.5,30,1,removed
2026-03-02 08:13:31.200,bid,24835.75,50,0,removed
2026-03-02 08:13:31.200,ask,24860.0,30,0,removed
2026-03-02 08:13:40.808,ask,24870.5,50,2,removed
2026-03-02 08:13:43.020,bid,24819.0,50,4,removed
2026-03-02 08:13:50.920,bid,24835.75,50,3,removed
2026-03-02 08:13:55.372,ask,24875.75,50,0,removed
2026-03-02 08:14:01.972,bid,24824.25,50,1,removed
2026-03-02 08:14:03.364,bid,24831.75,50,0,removed
2026-03-02 08:14:18.352,ask,24855.75,30,1,removed
2026-03-02 08:14:20.116,ask,24870.5,50,0,removed
2026-03-02 08:14:30.840,ask,24859.25,30,0,removed
2026-03-02 08:14:44.556,ask,24870.5,50,1,removed
2026-03-02 08:14:46.980,ask,24858.75,10,0,removed
2026-03-02 08:14:48.596,ask,24875.75,50,0,removed
2026-03-02 08:14:59.604,ask,24858.75,10,2,removed
2026-03-02 08:15:01.508,bid,24831.75,50,0,removed
2026-03-02 08:15:01.508,bid,24824.25,50,0,removed
2026-03-02 08:15:10.472,bid,24836.25,30,2,removed
2026-03-02 08:15:11.044,bid,24824.25,50,0,removed
2026-03-02 08:15:11.044,ask,24855.5,10,1,removed
2026-03-02 08:15:14.208,bid,24836.25,30,2,removed
2026-03-02 08:15:15.436,bid,24824.25,50,0,removed
2026-03-02 08:15:15.792,bid,24836.25,30,0,removed
2026-03-02 08:15:16.596,ask,24858.75,10,0,removed
2026-03-02 08:15:18.268,bid,24838.0,30,1,removed
2026-03-02 08:15:19.504,bid,24839.75,30,1,removed
2026-03-02 08:15:22.876,bid,24824.25,50,4,removed
2026-03-02 08:15:23.964,bid,24825.0,98,0,removed
2026-03-02 08:15:26.488,bid,24824.25,50,1,removed
2026-03-02 08:15:29.280,bid,24825.0,98,0,removed
2026-03-02 08:15:30.964,bid,24824.25,50,0,removed
2026-03-02 08:15:30.964,ask,24859.25,30,14,removed
2026-03-02 08:15:36.016,ask,24875.75,50,0,removed
2026-03-02 08:15:37.380,bid,24825.0,98,0,removed
2026-03-02 08:15:39.568,bid,24825.0,98,2,removed
2026-03-02 08:15:39.820,bid,24824.25,50,0,removed
2026-03-02 08:15:39.820,ask,24857.5,30,0,removed
2026-03-02 08:15:43.064,ask,24853.0,10,0,removed
2026-03-02 08:15:45.348,ask,24870.5,50,1,removed
2026-03-02 08:15:45.840,bid,24819.0,50,0,removed
2026-03-02 08:15:45.840,ask,24855.75,30,0,removed
2026-03-02 08:15:47.272,ask,24870.5,50,0,removed
2026-03-02 08:15:48.576,bid,24825.0,98,0,removed
2026-03-02 08:16:00.396,bid,24824.25,50,2,removed
2026-03-02 08:16:00.396,bid,24819.0,50,2,removed
2026-03-02 08:16:00.784,bid,24825.0,98,0,removed
2026-03-02 08:16:05.716,bid,24819.0,50,1,removed
2026-03-02 08:16:06.596,bid,24824.25,50,0,removed
2026-03-02 08:16:06.596,bid,24819.0,50,0,removed
2026-03-02 08:16:07.004,bid,24825.0,98,0,removed
2026-03-02 08:16:08.572,bid,24819.0,50,0,removed
2026-03-02 08:16:09.176,bid,24819.0,50,0,removed
2026-03-02 08:16:10.076,bid,24825.0,98,0,removed
2026-03-02 08:16:14.072,bid,24819.0,50,0,removed
2026-03-02 08:16:14.376,ask,24856.75,50,0,removed
2026-03-02 08:16:17.168,bid,24819.0,50,0,removed
2026-03-02 08:16:18.708,bid,24819.0,50,0,removed
2026-03-02 08:16:19.072,ask,24856.75,50,3,removed
2026-03-02 08:16:24.148,bid,24819.0,50,0,removed
2026-03-02 08:16:25.928,ask,24856.75,50,0,removed
2026-03-02 08:16:28.696,bid,24819.0,50,0,removed
2026-03-02 08:16:31.724,bid,24819.0,50,0,removed
2026-03-02 08:16:33.828,ask,24856.75,50,1,removed
2026-03-02 08:16:36.860,bid,24819.0,50,1,removed
2026-03-02 08:16:37.588,ask,24865.25,50,2,removed
2026-03-02 08:16:37.588,ask,24852.5,50,2,removed
2026-03-02 08:16:39.368,bid,24825.0,98,0,removed
2026-03-02 08:16:44.160,ask,24852.5,50,0,removed
2026-03-02 08:16:44.160,ask,24870.5,50,0,removed
2026-03-02 08:16:46.260,ask,24852.5,50,0,removed
2026-03-02 08:16:46.260,ask,24870.5,50,0,removed
2026-03-02 08:16:52.856,ask,24852.5,50,3,removed
2026-03-02 08:16:52.856,ask,24870.5,50,3,removed
