param_name,trigger_model,trade_side,setup_family,wall_side,delta_flip_pattern,orb_position,time_bucket,atr_regime,session_extreme_location,trades,win_rate,gross_expectancy_ticks,net_expectancy_ticks,avg_hold_seconds,avg_mfe_ticks,avg_mae_ticks,stops,vwap_targets,orb_targets,opposite_exits,timeouts
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.1678832116788321,0.39416058394160586,-5.005839416058395,7.102452839416058,5.970802919708029,4.569343065693431,1,0,0,136,0
S24_NO_TARGET_OPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,211,0.21800947867298578,0.35545023696682465,-5.044549763033176,6.702206412322275,6.1753554502369665,5.478672985781991,4,0,0,207,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.1678832116788321,0.2846715328467153,-5.115328467153285,7.048130233576642,5.970802919708029,4.525547445255475,8,0,0,129,0
S24_NO_TARGET_OPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.17511520737327188,-0.1336405529953917,-5.533640552995392,5.678526460829493,5.488479262672811,5.387096774193548,2,0,0,215,0
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,191,0.08900523560209424,-0.24607329842931938,-5.64607329842932,115.17628809424083,29.638743455497384,13.272251308900524,174,0,0,0,17
S24_NO_TARGET_OPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,142,0.11267605633802817,-0.29577464788732394,-5.695774647887324,5.556394788732394,5.176056338028169,4.408450704225352,2,0,0,140,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,251,0.08366533864541832,-0.6215139442231076,-6.021513944223107,194.97908063745018,31.43426294820717,14.824701195219124,230,0,0,0,21
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,146,0.1095890410958904,-0.7945205479452054,-6.1945205479452055,118.43985363013698,28.78767123287671,14.479452054794521,130,0,0,0,16
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,251,0.10358565737051793,-1.7290836653386454,-7.129083665338645,127.02389607968128,25.593625498007967,12.290836653386455,225,0,0,0,26
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,251,0.10358565737051793,-1.7290836653386454,-7.129083665338645,127.02389607968128,25.593625498007967,12.290836653386455,225,0,0,0,26
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,241,0.07053941908713693,-1.7966804979253113,-7.1966804979253105,178.17493463900414,29.390041493775932,15.464730290456432,224,0,0,0,17
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,142,0.1056338028169014,-1.9929577464788732,-7.3929577464788725,122.94342093661972,26.690140845070424,14.17605633802817,127,0,0,0,15
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,241,0.11203319502074689,-2.136929460580913,-7.536929460580913,127.19086450207469,24.726141078838175,12.846473029045644,214,0,0,0,27
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,241,0.11203319502074689,-2.136929460580913,-7.536929460580913,127.19086450207469,24.726141078838175,12.846473029045644,214,0,0,0,27
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,197,0.06598984771573604,-2.2233502538071064,-7.623350253807106,184.4467628832487,29.18274111675127,15.847715736040609,184,0,0,0,13
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,194,0.061855670103092786,-3.0876288659793816,-8.487628865979381,180.6151684690722,28.087628865979383,16.314432989690722,182,0,0,0,12
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,197,0.1065989847715736,-3.2893401015228427,-8.689340101522843,133.12551790355332,24.624365482233504,13.258883248730964,176,0,0,0,21
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,197,0.1065989847715736,-3.2893401015228427,-8.689340101522843,133.12551790355332,24.624365482233504,13.258883248730964,176,0,0,0,21
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,112,0.08035714285714286,-3.4910714285714284,-8.891071428571427,99.34392980357143,23.830357142857142,12.669642857142858,103,0,0,0,9
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,112,0.08035714285714286,-3.4910714285714284,-8.891071428571427,99.34392980357143,23.830357142857142,12.669642857142858,103,0,0,0,9
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,194,0.10309278350515463,-3.515463917525773,-8.915463917525773,127.54508625257732,23.38659793814433,13.38659793814433,174,0,0,0,20
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,194,0.10309278350515463,-3.515463917525773,-8.915463917525773,127.54508625257732,23.38659793814433,13.38659793814433,174,0,0,0,20
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,197,0.04060913705583756,-8.116751269035532,-13.516751269035531,102.13055746700508,21.619289340101524,13.918781725888325,189,0,0,0,8
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,197,0.04060913705583756,-8.116751269035532,-13.516751269035531,102.13055746700508,21.619289340101524,13.918781725888325,189,0,0,0,8
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,145,0.041379310344827586,-8.227586206896552,-13.627586206896552,93.32027403448276,21.310344827586206,13.875862068965517,139,0,0,0,6
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,145,0.041379310344827586,-8.227586206896552,-13.627586206896552,93.32027403448276,21.310344827586206,13.875862068965517,139,0,0,0,6
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,200,0.025,-8.395,-13.795,97.38351676,22.435,13.255,195,0,0,0,5
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,200,0.025,-8.395,-13.795,97.38351676,22.435,13.255,195,0,0,0,5
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,201,0.04975124378109453,-8.661691542288557,-14.061691542288557,148.8589990199005,26.27363184079602,17.601990049751244,191,0,0,0,10
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,166,0.0,-8.734939759036145,-14.134939759036145,71.76688336746987,21.373493975903614,13.259036144578314,166,0,0,0,0
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,201,0.04477611940298507,-8.855721393034825,-14.255721393034824,105.63916446268657,21.4726368159204,14.457711442786069,192,0,0,0,9
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,201,0.04477611940298507,-8.855721393034825,-14.255721393034824,105.63916446268657,21.4726368159204,14.457711442786069,192,0,0,0,9
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,204,0.024509803921568627,-8.862745098039216,-14.262745098039215,103.9670156127451,22.90686274509804,13.808823529411764,199,0,0,0,5
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,204,0.024509803921568627,-8.862745098039216,-14.262745098039215,103.9670156127451,22.90686274509804,13.808823529411764,199,0,0,0,5
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,165,0.0,-9.2,-14.6,61.99781633333333,18.830303030303032,13.442424242424243,165,0,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,197,0.04568527918781726,-9.416243654822335,-14.816243654822333,138.38646083756345,24.903553299492387,17.538071065989847,188,0,0,0,9
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,140,0.02857142857142857,-10.321428571428571,-15.721428571428572,80.23503284285714,18.678571428571427,14.35,136,0,0,0,4
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,140,0.02857142857142857,-10.321428571428571,-15.721428571428572,80.23503284285714,18.678571428571427,14.35,136,0,0,0,4
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,204,0.024509803921568627,-10.700980392156863,-16.100980392156863,131.84141087254903,25.642156862745097,17.102941176470587,199,0,0,0,5
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,138,0.0,-10.753623188405797,-16.153623188405795,63.76289211594203,18.52173913043478,15.101449275362318,138,0,0,0,0
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,143,0.02097902097902098,-11.034965034965035,-16.434965034965035,83.03717090909092,19.475524475524477,14.342657342657343,140,0,0,0,3
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,143,0.02097902097902098,-11.034965034965035,-16.434965034965035,83.03717090909092,19.475524475524477,14.342657342657343,140,0,0,0,3
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,136,0.0,-11.102941176470589,-16.50294117647059,59.46033463970588,17.49264705882353,14.698529411764707,136,0,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,145,0.041379310344827586,-11.186206896551724,-16.586206896551722,121.71191544827585,22.26206896551724,18.30344827586207,139,0,0,0,6
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,200,0.015,-11.715,-17.115,119.08809974,23.925,16.915,197,0,0,0,3
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.021897810218978103,-11.91970802919708,-17.319708029197077,72.03337033576642,16.16788321167883,15.116788321167883,134,0,0,0,3
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.021897810218978103,-11.91970802919708,-17.319708029197077,72.03337033576642,16.16788321167883,15.116788321167883,134,0,0,0,3
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,218,0.0,-12.63302752293578,-18.03302752293578,58.02914555045872,13.541284403669724,15.73394495412844,218,0,0,0,0
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,211,0.0,-12.909952606635072,-18.30995260663507,56.23800701895735,12.47867298578199,16.213270142180093,211,0,0,0,0
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,209,0.0,-13.368421052631579,-18.768421052631577,57.295404253588515,12.325358851674642,16.282296650717704,209,0,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,140,0.02142857142857143,-13.85,-19.25,101.40849648571428,19.34285714285714,18.75,137,0,0,0,3
S20_ORB_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.0,-14.018433179723502,-19.418433179723504,55.681567036866355,12.23041474654378,16.903225806451612,217,0,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,143,0.02097902097902098,-14.048951048951048,-19.44895104895105,105.90360165034964,20.006993006993007,18.272727272727273,140,0,0,0,3
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.021897810218978103,-14.656934306569344,-20.056934306569342,98.60822189781022,17.613138686131386,19.116788321167885,134,0,0,0,3
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,138,0.0,-294.72610584481276,-300.12610584481274,-0.3667457391304348,1.565217391304348,1.434782608695652,2,136,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,136,0.0,-297.4632978567338,-302.8632978567337,-0.339668544117647,1.5588235294117647,1.8088235294117647,1,135,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,166,0.0,-297.6659092171005,-303.06590921710045,-0.38116709036144575,2.246987951807229,0.8734939759036144,1,165,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,138,0.0,-298.2335817582479,-303.6335817582479,-0.3667457391304348,1.565217391304348,1.434782608695652,0,138,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,138,0.0,-298.2335817582479,-303.6335817582479,-0.3667457391304348,1.565217391304348,1.434782608695652,0,138,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,138,0.0,-298.2335817582479,-303.6335817582479,-0.3667457391304348,1.565217391304348,1.434782608695652,0,138,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,166,0.0,-299.1207954611182,-304.52079546111815,-0.38116709036144575,2.246987951807229,0.8734939759036144,0,166,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,166,0.0,-299.1207954611182,-304.52079546111815,-0.38116709036144575,2.246987951807229,0.8734939759036144,0,166,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,166,0.0,-299.1207954611182,-304.52079546111815,-0.38116709036144575,2.246987951807229,0.8734939759036144,0,166,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,136,0.0,-299.2464678310495,-304.64646783104945,-0.339668544117647,1.5588235294117647,1.8088235294117647,0,136,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,136,0.0,-299.2464678310495,-304.64646783104945,-0.339668544117647,1.5588235294117647,1.8088235294117647,0,136,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,136,0.0,-299.2464678310495,-304.64646783104945,-0.339668544117647,1.5588235294117647,1.8088235294117647,0,136,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,165,0.0,-299.59938769915993,-304.99938769915997,-0.36837552727272727,2.3878787878787877,1.0787878787878789,1,164,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,165,0.0,-301.06915204162624,-306.4691520416263,-0.36837552727272727,2.3878787878787877,1.0787878787878789,0,165,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,165,0.0,-301.06915204162624,-306.4691520416263,-0.36837552727272727,2.3878787878787877,1.0787878787878789,0,165,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,165,0.0,-301.06915204162624,-306.4691520416263,-0.36837552727272727,2.3878787878787877,1.0787878787878789,0,165,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,218,0.0,-311.1232610910343,-316.52326109103427,-0.40349955504587154,1.665137614678899,1.0779816513761469,0,218,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,218,0.0,-311.1232610910343,-316.52326109103427,-0.40349955504587154,1.665137614678899,1.0779816513761469,0,218,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,218,0.0,-311.1232610910343,-316.52326109103427,-0.40349955504587154,1.665137614678899,1.0779816513761469,0,218,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,218,0.0,-311.1232610910343,-316.52326109103427,-0.40349955504587154,1.665137614678899,1.0779816513761469,0,218,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.0,-312.3806540832578,-317.7806540832578,-0.35479823963133644,1.8018433179723503,1.336405529953917,0,217,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.0,-312.3806540832578,-317.7806540832578,-0.35479823963133644,1.8018433179723503,1.336405529953917,0,217,0,0,0
S20_VWAP_ORB_OPP_BE16p2_T10m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.0,-312.3806540832578,-317.7806540832578,-0.35479823963133644,1.8018433179723503,1.336405529953917,0,217,0,0,0
S24_VWAP_ORB_NOOPP_BE20p4_T15m,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,217,0.0,-312.3806540832578,-317.7806540832578,-0.35479823963133644,1.8018433179723503,1.336405529953917,0,217,0,0,0
S16_VWAP_ORB_OPP_BE12p1_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,211,0.0,-315.35882237764156,-320.75882237764154,-0.405224345971564,1.4312796208530805,1.5165876777251184,0,211,0,0,0
S20_VWAP_ONLY_BE16p2_T10m,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,211,0.0,-315.35882237764156,-320.75882237764154,-0.405224345971564,1.4312796208530805,1.5165876777251184,0,211,0,0,0
