param_name,trigger_model,trade_side,setup_family,wall_side,delta_flip_pattern,orb_position,time_bucket,atr_regime,session_extreme_location,trades,win_rate,gross_expectancy_ticks,net_expectancy_ticks,avg_hold_seconds,avg_mfe_ticks,avg_mae_ticks,stops,timeouts
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,146,0.363013698630137,-3.1575342465753424,-8.557534246575342,51.21784762328767,18.21917808219178,14.17123287671233,146,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,143,0.27972027972027974,-3.2937062937062938,-8.693706293706292,43.063312811188815,15.741258741258742,12.51048951048951,143,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,122,0.30327868852459017,-3.30327868852459,-8.70327868852459,44.10136774590164,13.450819672131148,10.508196721311476,122,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,201,0.29850746268656714,-3.5771144278606966,-8.977114427860696,79.82536606467661,21.029850746268657,16.90547263681592,201,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,CONTINUED_BUY,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,197,0.3096446700507614,-3.5786802030456855,-8.978680203045686,74.1169109390863,20.690355329949238,16.401015228426395,197,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,144,0.3055555555555556,-3.625,-9.024999999999999,55.72916665277778,18.63888888888889,13.82638888888889,144,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,142,0.33098591549295775,-3.683098591549296,-9.083098591549296,68.69981375352113,20.802816901408452,16.161971830985916,142,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,142,0.352112676056338,-3.8380281690140845,-9.238028169014084,50.02269969014085,16.246478873239436,13.894366197183098,142,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,146,0.3287671232876712,-4.136986301369863,-9.536986301369861,65.80973376027397,21.527397260273972,16.45205479452055,146,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,146,0.2876712328767123,-4.198630136986301,-9.5986301369863,55.63080969178082,19.0,14.5,146,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,140,0.2357142857142857,-4.628571428571429,-10.028571428571428,39.98842413571428,14.721428571428572,12.635714285714286,140,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.24087591240875914,-4.751824817518248,-10.151824817518248,35.60633089781022,12.802919708029197,11.554744525547445,137,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,142,0.2887323943661972,-5.084507042253521,-10.48450704225352,54.03979445070422,16.95774647887324,14.183098591549296,142,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,145,0.27586206896551724,-6.0344827586206895,-11.434482758620689,52.70487143448276,16.50344827586207,13.96551724137931,145,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.24087591240875914,-6.671532846715328,-12.071532846715328,39.97413103649635,13.072992700729927,13.905109489051094,137,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,143,0.2867132867132867,-6.979020979020979,-12.379020979020977,51.44426413986014,16.006993006993007,14.461538461538462,143,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,86,0.16279069767441862,-6.988372093023256,-12.388372093023253,38.733880651162785,11.011627906976743,11.290697674418604,86,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_6T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,145,0.2620689655172414,-7.151724137931034,-12.551724137931032,62.429979875862074,17.82758620689655,16.413793103448278,145,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_6T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,143,0.2867132867132867,-7.65034965034965,-13.050349650349649,64.17529713286713,17.643356643356643,17.027972027972027,143,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,86,0.19767441860465115,-7.662790697674419,-13.062790697674417,47.67931341860465,12.337209302325581,13.593023255813954,86,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,140,0.22142857142857142,-7.7785714285714285,-13.178571428571427,48.32527839285714,15.028571428571428,14.471428571428572,140,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,88,0.1590909090909091,-8.022727272727273,-13.42272727272727,37.24939740909091,10.045454545454545,12.204545454545455,88,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,LONG,REJECTION,BID,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,140,0.22142857142857142,-8.778571428571428,-14.178571428571429,60.001163978571434,16.478571428571428,16.978571428571428,140,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.24087591240875914,-9.218978102189782,-14.61897810218978,46.46608571532847,13.284671532846716,15.24087591240876,137,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,86,0.16279069767441862,-9.313953488372093,-14.713953488372091,59.02980056976744,13.116279069767442,14.976744186046512,86,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,88,0.19318181818181818,-9.420454545454545,-14.820454545454544,45.19814334090909,10.897727272727273,14.840909090909092,88,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,111,0.07207207207207207,-9.531531531531531,-14.93153153153153,34.07392259459459,8.117117117117116,12.54954954954955,111,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,106,0.10377358490566038,-9.820754716981131,-15.22075471698113,36.91932945283019,8.61320754716981,13.18867924528302,106,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,62,0.14516129032258066,-9.983870967741936,-15.383870967741935,33.68157116129032,7.080645161290323,13.290322580645162,62,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,LONG,BREAK,ASK,SELL_TO_BUY_FLIP,BELOW_OR_LOW,PM_DRIFT,NORMAL_VOL,MID_SESSION_RANGE,137,0.23357664233576642,-10.0,-15.399999999999999,59.710699802919706,15.036496350364963,17.905109489051096,137,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,63,0.12698412698412698,-10.396825396825397,-15.796825396825396,34.350168158730156,7.4603174603174605,13.11111111111111,63,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,88,0.1590909090909091,-10.738636363636363,-16.138636363636362,53.994682318181816,11.090909090909092,15.522727272727273,88,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,108,0.05555555555555555,-11.185185185185185,-16.585185185185182,33.218687796296294,6.546296296296297,13.333333333333334,108,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,63,0.15873015873015872,-11.428571428571429,-16.82857142857143,42.712303,8.952380952380953,16.0,63,0
S16_A12_SW10_B4_L20x5_L30x10,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,104,0.057692307692307696,-11.538461538461538,-16.93846153846154,34.99222525,6.730769230769231,13.942307692307692,104,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,106,0.12264150943396226,-11.575471698113208,-16.975471698113207,48.756507188679244,9.452830188679245,16.00943396226415,106,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,111,0.08108108108108109,-11.684684684684685,-17.084684684684685,47.544162099099104,8.63063063063063,15.243243243243244,111,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,86,0.13953488372093023,-11.872093023255815,-17.272093023255813,70.71584761627906,13.453488372093023,17.511627906976745,86,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,62,0.16129032258064516,-12.0,-17.4,41.27025019354839,7.887096774193548,16.225806451612904,62,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,63,0.1746031746031746,-12.571428571428571,-17.971428571428568,54.70938836507937,9.857142857142858,17.38095238095238,63,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,88,0.14772727272727273,-12.772727272727273,-18.172727272727272,66.08399728409091,11.965909090909092,18.204545454545453,88,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,108,0.08333333333333333,-12.796296296296296,-18.196296296296296,47.269546768518516,7.694444444444445,16.24074074074074,108,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,62,0.12903225806451613,-13.112903225806452,-18.51290322580645,50.545878645161295,8.241935483870968,17.20967741935484,62,0
S20_A12_SW10_B4_L24x6_L36x12,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,104,0.07692307692307693,-13.490384615384615,-18.890384615384615,46.33485624038462,7.701923076923077,16.990384615384617,104,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,106,0.10377358490566038,-13.660377358490566,-19.060377358490566,59.49576779245283,9.622641509433961,17.09433962264151,106,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_6T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,106,0.12264150943396226,-14.226415094339623,-19.626415094339624,75.35653585849056,11.481132075471699,20.066037735849058,106,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,62,0.14516129032258066,-14.548387096774194,-19.948387096774194,65.94831158064515,9.96774193548387,20.20967741935484,62,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,BUY_TO_SELL_FLIP,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,63,0.14285714285714285,-14.555555555555555,-19.955555555555552,71.38041376190476,10.904761904761905,20.41269841269841,63,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,111,0.09009009009009009,-14.603603603603604,-20.003603603603604,61.2830404054054,8.963963963963964,17.72972972972973,111,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,108,0.08333333333333333,-15.13888888888889,-20.538888888888888,58.990540342592595,7.9907407407407405,18.203703703703702,108,0
S20_A16_SW15_B5_L30x8_L44x16,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,104,0.07692307692307693,-15.490384615384615,-20.890384615384615,54.800380221153844,7.8173076923076925,18.192307692307693,104,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_6T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,111,0.0990990990990991,-16.34234234234234,-21.742342342342344,76.4629604954955,10.108108108108109,20.882882882882882,111,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,SHORT,REJECTION,ASK,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,104,0.09615384615384616,-17.201923076923077,-22.601923076923075,70.70784823076923,9.048076923076923,21.451923076923077,104,0
S24_A16_SW15_B6_L32x8_L48x18,CONFIRM_8T_PULLBACK,SHORT,BREAK,BID,CONTINUED_SELL,BELOW_OR_LOW,CLOSE,NORMAL_VOL,MID_SESSION_RANGE,108,0.07407407407407407,-18.175925925925927,-23.575925925925926,74.82518192592592,8.25925925925926,21.52777777777778,108,0
