timestamp,action,price,reason,wall_price,wall_size,wall_ratio,imbalance,pnl_ticks
2026-03-02 08:34:19.316,BUY,25009.0,bid_wall_support,25009.75,30.0,3.2307692307692304,0.7837837837837838,
2026-03-02 08:34:19.724,CLOSE_LONG,25012.5,profit_target,,,,,14.0
2026-03-02 08:35:23.652,SELL,25055.5,ask_wall_resistance,25056.5,30.0,3.3333333333333335,-0.45454545454545453,
2026-03-02 08:35:24.148,CLOSE_SHORT,25051.125,profit_target,,,,,17.5
2026-03-02 08:36:43.072,SELL,25071.625,ask_wall_resistance,25072.75,5.0,3.181818181818182,-0.5,
2026-03-02 08:36:45.204,CLOSE_SHORT,25073.625,stop_loss,,,,,-8.0
