Instrument,Action,Quantity,Price,Time,ID,E/X,Position,Order ID,Name,Commission,Rate,Account display name,Connection,
MNQ JUN26,Sell,1,25542.00,4/13/2026 2:57:35 PM,ac7ff29ce0624cc180db7ee4849bbe38,Exit,-,bece15d01f5442538b569683a32f4447,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25547.00,4/13/2026 2:57:17 PM,6f409f1851e14a44a344e2d3a257669b,Entry,1 L,2fa1949593d948f780739f8b507094f2,ABSORPTION_200110,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25526.25,4/13/2026 2:54:17 PM,8f416e8e8f8b484c9ab6a26eea08c15a,Exit,-,5d4bbf9d406d4272ba8c2797a51af9c4,Profit target,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25518.25,4/13/2026 2:53:49 PM,c08d0e2ed12642db979cca7d712cb356,Entry,1 L,5d02605ec7344eb980702f18ca362023,ABSORPTION_200107,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25475.00,4/13/2026 2:50:01 PM,cc87b3c79baa4e71b7568c699822fbc6,Exit,-,520065335ee74617994cfadc23b4c1fe,Profit target,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25467.00,4/13/2026 2:49:26 PM,1d10b28864644c5eb69bbf023f5131ae,Entry,1 L,e88332b2c81c4f3eb76866591259944f,ABSORPTION_200103,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25458.50,4/13/2026 2:47:27 PM,d865b9f0b59646ca9654a7e5b2d2155e,Exit,-,91f7e90c82a449e6a3410f413238b046,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25463.50,4/13/2026 2:44:08 PM,782f435adacd4423a01647c48b1ee5d6,Entry,1 L,5026d495241f45d281ac22c0570abb69,ABSORPTION_200059,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25474.00,4/13/2026 2:38:00 PM,1430752ba404406da3b61c6f59d9b4fc,Exit,-,fee0cd4bf0ec4030aab6fae86e7dd8c7,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25479.00,4/13/2026 2:37:06 PM,be554261f84f48748dc5bfff57cb442d,Entry,1 L,bae86d224bc94b9ab06db72afa9ee414,ABSORPTION_200054,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25453.50,4/13/2026 2:30:06 PM,fc1420b3b21b4b038f540a9db16d609b,Exit,-,0ca211b6506d4798bfb9d5603dc3c227,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25458.50,4/13/2026 2:25:39 PM,ac9900abce8147a9b74fe3fbc70dfa29,Entry,1 L,b2d8bde6e289480cbda39896e92c1cb3,ABSORPTION_200046,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25460.75,4/13/2026 2:25:23 PM,de767e630e354156b22290ffe620132a,Exit,-,a80fa5daf45c4dd0a538ebd89ecd38bd,Profit target,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25452.75,4/13/2026 2:22:01 PM,4ea3ce3b86a94a41ab83f4151bc01129,Entry,1 L,0601928f39c549c59ca4f3c91b867920,ABSORPTION_200043,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25452.00,4/13/2026 2:18:50 PM,c68710b661d14ecd98cef30322f42b59,Exit,-,ba63055bafea462fa52382e2c28bb37c,Profit target,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25444.00,4/13/2026 2:17:04 PM,a08652f86ba44bc289e64cce3b8cbd0a,Entry,1 L,496eebddef7044da85a2d6ab8531e495,ABSORPTION_200040,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25437.25,4/13/2026 2:11:17 PM,997a331fc77b42ccb726e98ea8f9ea2a,Exit,-,9854a22fdd4f41bfaf091ec7f4863682,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25442.25,4/13/2026 2:09:09 PM,9525c4009a284eb6b2c7e1cda1bc6b64,Entry,1 L,79027680527e4736b8310bfc6fe58f22,ABSORPTION_200034,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25442.50,4/13/2026 2:05:19 PM,25cecf0d4bd8423890037cd41dd75358,Exit,-,4f11af3111ea4ee6ad12ddc997967179,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25447.50,4/13/2026 2:00:42 PM,7f9ada067c9e4a9db1895f5bc9117eda,Entry,1 L,f86c607fa0e443bdb5093e7873778c01,ABSORPTION_200028,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25446.50,4/13/2026 1:57:09 PM,48ab73a9dece41119671427db9e9a4be,Exit,-,cfc97696356f4f218273d18911e9e915,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25451.50,4/13/2026 1:56:33 PM,cd62c2ccee8b46e7b7ffbb70981dff60,Entry,1 L,794b91501a9443688fe25ab65b282664,ABSORPTION_200025,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25452.75,4/13/2026 1:55:16 PM,32a681a97e7d45daae38df33229aeba2,Exit,-,27607cdfb5484033a3e5c1d0c6d4f034,Profit target,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25444.75,4/13/2026 1:52:47 PM,fd4210ab397740269954b1b0735b1f30,Entry,1 L,823bd24a1aec48a3896d3042f68506bf,ABSORPTION_200022,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25431.00,4/13/2026 1:50:10 PM,9ce8c001395142c1848e8ba53d39bac8,Exit,-,0942f6031cb5414b9c5c3f80530d8d21,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25436.00,4/13/2026 1:48:34 PM,4b0560ccabad479b9132e180cfc0a715,Entry,1 L,df2d9f68fc7d472c80f2dfa2d26e48b9,ABSORPTION_200019,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25429.25,4/13/2026 1:45:19 PM,0d6cb64502084d44b5ba3f35590fceaa,Exit,-,36f9a6ad24ad4adfafda57de378d3d21,Profit target,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25421.25,4/13/2026 1:43:25 PM,e439534a985f4aa68fe2f28c800f153e,Entry,1 L,6405269a3c9443829f28d17755ba7ace,ABSORPTION_200015,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25421.50,4/13/2026 1:42:58 PM,1576d079503e484ca73bdf270d09c613,Exit,-,bb7d185dbd5b48be9fc015aa66a5996e,Profit target,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25413.50,4/13/2026 1:36:01 PM,89fad88f4b934a7c9e34a633ccb5388f,Entry,1 L,0785c6903c7546babcb3496426b1608a,ABSORPTION_200010,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25411.75,4/13/2026 1:17:21 PM,8b75edc43f3c49558d53de561f2ea944,Exit,-,f0dbce92efc04a5fb8791ae7990e8b61,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25416.75,4/13/2026 1:16:06 PM,6d9b121c9d9a47f581a76b47860245d1,Entry,1 L,3e8619e94a9043cdbd253883b4870504,ABSORPTION_195957,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25413.00,4/13/2026 1:15:19 PM,ac0fc96c0bf547ca9e06e6a229130b14,Exit,-,d52d8712a8bb4dcf8351ea0fd4d9c141,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25418.00,4/13/2026 1:09:22 PM,7034dcc3a5d44ac0bce870ec0864d012,Entry,1 L,0942948ead0b43a6a5ccf66f62219545,ABSORPTION_195953,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25417.00,4/13/2026 1:04:45 PM,33c9482436dc4eb8a22a657c6061e19e,Exit,-,363f2289767c44d694b95e8f3867e905,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25422.25,4/13/2026 1:03:59 PM,5f2932f44ffb4f81b9de37548f67f13d,Entry,1 L,802c2852e74445e3980827cac6a1eeee,ABSORPTION_195950,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25421.00,4/13/2026 12:44:37 PM,00ee435983c44719ac427bfdcf90abed,Exit,-,8ed9e8686fb544f8b0769975e05849b2,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25426.00,4/13/2026 12:37:38 PM,b0eb772116e54ee6a181b664815e4343,Entry,1 L,b9f21ac8e44143e6828db32f9010de79,ABSORPTION_195933,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25424.50,4/13/2026 12:29:02 PM,fce8b4d4d0ad4180b104028a3820eb13,Exit,-,ed9b73acc9ca4359be4be9972f90c17d,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25429.50,4/13/2026 12:28:36 PM,6e8d8438a97d4c1284bdc825e2fe5a01,Entry,1 L,3fda463e5c944b75a0279d10a45a1ab4,ABSORPTION_195927,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25424.25,4/13/2026 12:20:07 PM,cbe00920057245e7b282eb84af28883b,Exit,-,6c4d85f513f948498e8dea485dbcd519,Stop loss,$0.00,1,Playback101,Playback,
MNQ JUN26,Buy,1,25429.50,4/13/2026 12:19:34 PM,e5969ff230be44789a41a8b8ee45935f,Entry,1 L,06af3fd3030f493988db118ce3a5a93f,ABSORPTION_195921,$0.00,1,Playback101,Playback,
MNQ JUN26,Sell,1,25422.75,4/13/2026 12:16:17 PM,95b1c9f982ef4456ad53bcb2e2eec7c0,Exit,-,3aeeee3c7c664e02b9148b10c1f92070,Profit target,$0.00,1,Playback101,Playback,
