entry_time,exit_time,direction,entry_price,exit_price,pnl,bars_held,reason,exit_reason
2025-10-01 05:27:17,2025-10-01 05:27:34,long,24761.5,24760.25,-10.0,16,breakout_bid_wall@24760.75,stop_loss
2025-10-01 05:28:29,2025-10-01 05:28:30,long,24748.5,24751.0,20.0,1,breakout_bid_wall@24760.00,profit_target
2025-10-01 05:28:54,2025-10-01 05:29:11,long,24761.25,24760.0,-10.0,16,breakout_bid_wall@24760.00,stop_loss
2025-10-01 05:30:06,2025-10-01 05:30:21,long,24763.0,24761.75,-10.0,15,breakout_bid_wall@24753.00,stop_loss
2025-10-01 05:30:31,2025-10-01 05:30:33,long,24761.5,24760.25,-10.0,2,breakout_bid_wall@24752.50,stop_loss
2025-10-01 05:30:36,2025-10-01 05:30:37,short,24761.0,24758.5,20.0,1,breakout_ask_wall@24770.00,profit_target
2025-10-01 05:30:41,2025-10-01 05:31:47,short,24760.25,24757.75,20.0,60,breakout_ask_wall@24770.00,profit_target
2025-10-01 05:31:57,2025-10-01 05:32:07,long,24759.25,24758.0,-10.0,10,breakout_bid_wall@24748.00,stop_loss
2025-10-01 05:32:13,2025-10-01 05:32:18,short,24758.5,24759.75,-10.0,5,breakout_ask_wall@24770.00,stop_loss
2025-10-01 05:34:04,2025-10-01 05:34:16,short,24761.25,24758.75,20.0,9,breakout_ask_wall@24760.00,profit_target
2025-10-01 05:34:46,2025-10-01 05:34:47,short,24753.0,24754.25,-10.0,1,breakout_ask_wall@24756.25,stop_loss
2025-10-01 05:35:24,2025-10-01 05:35:47,short,24764.5,24762.0,20.0,22,breakout_ask_wall@24777.00,profit_target
2025-10-01 05:36:53,2025-10-01 05:37:03,short,24762.25,24763.5,-10.0,9,breakout_ask_wall@24770.00,stop_loss
2025-10-01 05:39:49,2025-10-01 05:39:50,short,24760.0,24757.5,20.0,1,breakout_ask_wall@24770.00,profit_target
2025-10-01 05:40:02,2025-10-01 05:40:06,short,24763.25,24764.5,-10.0,3,breakout_ask_wall@24770.00,stop_loss
2025-10-01 06:00:05,2025-10-01 06:00:07,short,24762.25,24763.5,-10.0,2,breakout_ask_wall@24770.00,stop_loss
2025-10-01 06:00:10,2025-10-01 06:00:24,short,24762.5,24760.0,20.0,14,breakout_ask_wall@24770.00,profit_target
2025-10-01 06:01:07,2025-10-01 06:01:17,short,24763.0,24760.5,20.0,10,breakout_ask_wall@24770.00,profit_target
2025-10-01 06:09:32,2025-10-01 06:09:43,short,24765.75,24767.0,-10.0,10,breakout_ask_wall@24770.00,stop_loss
2025-10-01 06:09:48,2025-10-01 06:09:50,long,24769.5,24768.25,-10.0,2,breakout_bid_wall@24758.00,stop_loss
2025-10-01 06:11:20,2025-10-01 06:11:52,short,24760.5,24758.0,20.0,28,breakout_ask_wall@24770.00,profit_target
2025-10-01 06:23:52,2025-10-01 06:23:59,long,24749.75,24748.5,-10.0,7,breakout_bid_wall@24740.00,stop_loss
2025-10-01 06:28:54,2025-10-01 06:29:54,long,24750.0,24748.75,-10.0,58,breakout_bid_wall@24740.00,stop_loss
2025-10-01 06:30:06,2025-10-01 06:30:25,short,24749.25,24746.75,20.0,18,breakout_ask_wall@24750.00,profit_target
2025-10-01 06:30:53,2025-10-01 06:31:06,long,24750.5,24749.25,-10.0,12,breakout_bid_wall@24738.50,stop_loss
2025-10-01 06:31:09,2025-10-01 06:31:12,long,24748.5,24747.25,-10.0,3,breakout_bid_wall@24737.00,stop_loss
2025-10-01 06:31:35,2025-10-01 06:31:44,short,24749.5,24747.0,20.0,8,breakout_ask_wall@24744.75,profit_target
2025-10-01 06:32:59,2025-10-01 06:33:15,short,24748.25,24745.75,20.0,16,breakout_ask_wall@24740.25,profit_target
2025-10-01 06:33:52,2025-10-01 06:34:07,short,24746.0,24747.25,-10.0,15,breakout_ask_wall@24740.25,stop_loss
2025-10-01 06:34:27,2025-10-01 06:34:43,short,24746.0,24743.5,20.0,14,breakout_ask_wall@24744.25,profit_target
2025-10-01 06:34:44,2025-10-01 06:35:01,long,24746.75,24749.25,20.0,16,breakout_bid_wall@24734.75,profit_target
2025-10-01 06:36:38,2025-10-01 06:36:56,short,24752.75,24754.0,-10.0,16,breakout_ask_wall@24750.00,stop_loss
2025-10-01 06:38:29,2025-10-01 06:39:02,long,24747.25,24746.0,-10.0,20,breakout_bid_wall@24741.75,stop_loss
2025-10-01 06:39:17,2025-10-01 06:39:38,long,24745.75,24744.5,-10.0,17,breakout_bid_wall@24738.25,stop_loss
2025-10-01 06:40:28,2025-10-01 06:41:57,long,24746.25,24745.0,-10.0,67,breakout_bid_wall@24733.75,stop_loss
2025-10-01 06:42:00,2025-10-01 06:42:17,long,24740.75,24739.5,-10.0,17,breakout_bid_wall@24730.00,stop_loss
2025-10-01 06:42:30,2025-10-01 06:42:33,long,24735.75,24734.5,-10.0,3,breakout_bid_wall@24728.00,stop_loss
2025-10-01 06:42:50,2025-10-01 06:43:10,long,24733.0,24735.5,20.0,20,breakout_bid_wall@24728.00,profit_target
2025-10-01 06:43:20,2025-10-01 06:43:38,long,24734.75,24733.5,-10.0,18,breakout_bid_wall@24728.00,stop_loss
2025-10-01 06:44:50,2025-10-01 06:44:57,long,24730.5,24729.25,-10.0,7,breakout_bid_wall@24720.00,stop_loss
2025-10-01 06:45:20,2025-10-01 06:45:29,short,24728.0,24725.5,20.0,9,breakout_ask_wall@24738.25,profit_target
2025-10-01 07:01:50,2025-10-01 07:01:56,long,24654.25,24653.0,-10.0,6,breakout_bid_wall@24650.00,stop_loss
2025-10-01 07:03:15,2025-10-01 07:03:21,long,24667.25,24669.75,20.0,6,breakout_bid_wall@24660.00,profit_target
2025-10-01 07:04:20,2025-10-01 07:04:33,long,24671.0,24673.5,20.0,13,breakout_bid_wall@24660.00,profit_target
2025-10-01 07:07:35,2025-10-01 07:07:42,long,24660.25,24662.75,20.0,7,breakout_bid_wall@24650.00,profit_target
2025-10-01 07:08:20,2025-10-01 07:08:51,long,24663.5,24662.25,-10.0,31,breakout_bid_wall@24660.00,stop_loss
2025-10-01 07:10:05,2025-10-01 07:10:08,long,24657.5,24660.0,20.0,3,breakout_bid_wall@24650.00,profit_target
2025-10-01 07:10:10,2025-10-01 07:10:17,long,24659.25,24661.75,20.0,7,breakout_bid_wall@24650.00,profit_target
2025-10-01 07:11:05,2025-10-01 07:11:09,long,24661.25,24660.0,-10.0,4,breakout_bid_wall@24650.00,stop_loss
2025-10-01 07:12:30,2025-10-01 07:12:33,long,24654.0,24652.75,-10.0,3,breakout_bid_wall@24650.00,stop_loss
2025-10-01 07:16:05,2025-10-01 07:16:08,long,24657.25,24659.75,20.0,3,breakout_bid_wall@24650.00,profit_target
2025-10-01 07:16:25,2025-10-01 07:16:48,long,24660.75,24659.5,-10.0,23,breakout_bid_wall@24650.00,stop_loss
2025-10-01 07:22:22,2025-10-01 07:22:31,long,24658.5,24657.25,-10.0,9,breakout_bid_wall@24650.00,stop_loss
2025-10-01 07:30:18,2025-10-01 07:30:28,long,24676.25,24678.75,20.0,10,breakout_bid_wall@24680.00,profit_target
2025-10-01 07:35:03,2025-10-01 07:35:19,long,24667.5,24670.0,20.0,16,breakout_bid_wall@24680.00,profit_target
2025-10-01 07:35:58,2025-10-01 07:36:06,long,24665.75,24664.5,-10.0,8,breakout_bid_wall@24660.00,stop_loss
2025-10-01 07:36:38,2025-10-01 07:36:54,long,24667.0,24665.75,-10.0,16,breakout_bid_wall@24660.00,stop_loss
2025-10-01 07:37:08,2025-10-01 07:37:23,long,24665.75,24668.25,20.0,15,breakout_bid_wall@24660.00,profit_target
2025-10-01 07:37:28,2025-10-01 07:37:37,long,24668.25,24670.75,20.0,9,breakout_bid_wall@24680.00,profit_target
2025-10-01 07:38:50,2025-10-01 07:39:18,long,24668.0,24666.75,-10.0,27,breakout_bid_wall@24680.00,stop_loss
2025-10-01 07:44:02,2025-10-01 07:44:12,long,24668.75,24667.5,-10.0,10,breakout_bid_wall@24680.00,stop_loss
2025-10-01 07:46:32,2025-10-01 07:46:54,long,24661.25,24660.0,-10.0,22,breakout_bid_wall@24650.00,stop_loss
2025-10-01 07:49:09,2025-10-01 07:49:15,long,24659.75,24662.25,20.0,6,breakout_bid_wall@24650.00,profit_target
2025-10-01 07:50:41,2025-10-01 07:51:07,long,24661.75,24660.5,-10.0,23,breakout_bid_wall@24650.00,stop_loss
2025-10-01 07:51:26,2025-10-01 07:51:30,long,24664.0,24662.75,-10.0,4,breakout_bid_wall@24660.00,stop_loss
2025-10-01 07:51:31,2025-10-01 07:51:41,long,24662.0,24660.75,-10.0,10,breakout_bid_wall@24650.00,stop_loss
2025-10-01 07:52:06,2025-10-01 07:52:09,long,24664.75,24663.5,-10.0,3,breakout_bid_wall@24660.00,stop_loss
2025-10-01 07:52:22,2025-10-01 07:53:04,long,24662.75,24661.5,-10.0,40,breakout_bid_wall@24660.00,stop_loss
2025-10-01 07:53:20,2025-10-01 07:53:32,long,24663.25,24662.0,-10.0,11,breakout_bid_wall@24660.00,stop_loss
2025-10-01 07:56:22,2025-10-01 07:56:25,long,24676.75,24675.5,-10.0,3,breakout_bid_wall@24670.00,stop_loss
2025-10-01 07:58:07,2025-10-01 07:58:27,long,24674.25,24673.0,-10.0,20,breakout_bid_wall@24670.00,stop_loss
2025-10-01 08:01:12,2025-10-01 08:01:15,long,24667.25,24666.0,-10.0,3,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:01:52,2025-10-01 08:01:59,long,24668.75,24667.5,-10.0,7,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:03:47,2025-10-01 08:03:49,long,24657.5,24656.25,-10.0,2,breakout_bid_wall@24650.00,stop_loss
2025-10-01 08:03:52,2025-10-01 08:04:02,long,24656.5,24659.0,20.0,10,breakout_bid_wall@24650.00,profit_target
2025-10-01 08:05:17,2025-10-01 08:05:37,long,24668.75,24667.5,-10.0,20,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:05:52,2025-10-01 08:05:54,long,24670.0,24668.75,-10.0,2,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:06:02,2025-10-01 08:06:12,long,24668.25,24670.75,20.0,10,breakout_bid_wall@24660.00,profit_target
2025-10-01 08:06:42,2025-10-01 08:06:48,long,24666.75,24669.25,20.0,6,breakout_bid_wall@24660.00,profit_target
2025-10-01 08:07:07,2025-10-01 08:07:42,long,24669.75,24668.5,-10.0,34,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:07:43,2025-10-01 08:07:46,long,24669.5,24668.25,-10.0,3,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:07:48,2025-10-01 08:07:55,long,24671.5,24670.25,-10.0,7,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:07:58,2025-10-01 08:08:02,long,24670.5,24669.25,-10.0,4,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:08:38,2025-10-01 08:08:46,long,24670.5,24669.25,-10.0,8,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:08:48,2025-10-01 08:08:53,long,24669.25,24668.0,-10.0,5,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:10:13,2025-10-01 08:10:14,long,24665.25,24664.0,-10.0,1,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:10:18,2025-10-01 08:10:33,long,24664.75,24663.5,-10.0,15,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:11:08,2025-10-01 08:11:26,long,24666.25,24665.0,-10.0,18,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:12:54,2025-10-01 08:13:07,long,24660.0,24662.5,20.0,12,breakout_bid_wall@24650.00,profit_target
2025-10-01 08:15:27,2025-10-01 08:15:35,long,24668.75,24667.5,-10.0,8,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:15:37,2025-10-01 08:15:39,long,24667.0,24665.75,-10.0,2,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:15:42,2025-10-01 08:16:03,long,24665.25,24664.0,-10.0,20,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:16:54,2025-10-01 08:17:39,long,24668.25,24667.0,-10.0,45,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:18:32,2025-10-01 08:18:37,long,24669.75,24672.25,20.0,4,breakout_bid_wall@24660.00,profit_target
2025-10-01 08:18:53,2025-10-01 08:19:01,long,24671.25,24670.0,-10.0,8,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:19:03,2025-10-01 08:19:15,long,24669.75,24668.5,-10.0,12,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:19:43,2025-10-01 08:19:46,long,24665.0,24663.75,-10.0,3,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:21:58,2025-10-01 08:22:13,long,24665.75,24668.25,20.0,12,breakout_bid_wall@24660.00,profit_target
2025-10-01 08:22:32,2025-10-01 08:22:43,long,24668.5,24671.0,20.0,11,breakout_bid_wall@24660.00,profit_target
2025-10-01 08:22:47,2025-10-01 08:22:49,long,24671.5,24670.25,-10.0,2,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:23:02,2025-10-01 08:23:05,long,24670.5,24669.25,-10.0,3,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:24:03,2025-10-01 08:24:09,long,24664.25,24666.75,20.0,6,breakout_bid_wall@24660.00,profit_target
2025-10-01 08:24:13,2025-10-01 08:24:44,long,24666.25,24668.75,20.0,31,breakout_bid_wall@24660.00,profit_target
2025-10-01 08:25:03,2025-10-01 08:25:26,long,24668.5,24671.0,20.0,22,breakout_bid_wall@24660.00,profit_target
2025-10-01 08:26:00,2025-10-01 08:26:04,long,24672.5,24671.25,-10.0,4,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:26:26,2025-10-01 08:26:27,long,24675.25,24674.0,-10.0,1,breakout_bid_wall@24670.00,stop_loss
2025-10-01 08:26:56,2025-10-01 08:27:27,long,24676.25,24678.75,20.0,31,breakout_bid_wall@24670.00,profit_target
2025-10-01 08:28:28,2025-10-01 08:28:36,long,24670.75,24669.5,-10.0,8,breakout_bid_wall@24660.00,stop_loss
2025-10-01 08:28:54,2025-10-01 08:29:30,long,24670.5,24673.0,20.0,35,breakout_bid_wall@24660.00,profit_target
2025-10-01 08:30:43,2025-10-01 08:31:04,long,24687.0,24689.5,20.0,21,breakout_bid_wall@24680.00,profit_target
2025-10-01 08:31:43,2025-10-01 08:31:47,long,24693.75,24692.5,-10.0,4,breakout_bid_wall@24700.00,stop_loss
2025-10-01 08:31:48,2025-10-01 08:32:00,long,24692.75,24695.25,20.0,12,breakout_bid_wall@24700.00,profit_target
2025-10-01 08:32:08,2025-10-01 08:32:09,long,24698.5,24697.25,-10.0,1,breakout_bid_wall@24700.00,stop_loss
2025-10-01 08:32:18,2025-10-01 08:33:01,long,24697.25,24699.75,20.0,43,breakout_bid_wall@24700.00,profit_target
2025-10-01 08:35:13,2025-10-01 08:35:23,long,24711.75,24714.25,20.0,10,breakout_bid_wall@24700.00,profit_target
2025-10-01 08:35:28,2025-10-01 08:35:34,long,24713.5,24712.25,-10.0,6,breakout_bid_wall@24720.00,stop_loss
2025-10-01 08:35:38,2025-10-01 08:35:41,long,24711.75,24710.5,-10.0,3,breakout_bid_wall@24700.00,stop_loss
2025-10-01 08:36:33,2025-10-01 08:36:37,long,24707.25,24706.0,-10.0,4,breakout_bid_wall@24700.00,stop_loss
2025-10-01 08:36:38,2025-10-01 08:36:46,long,24706.25,24705.0,-10.0,8,breakout_bid_wall@24700.00,stop_loss
2025-10-01 08:38:28,2025-10-01 08:38:50,long,24706.75,24709.25,20.0,22,breakout_bid_wall@24700.00,profit_target
2025-10-01 08:41:00,2025-10-01 08:41:22,long,24710.25,24709.0,-10.0,22,breakout_bid_wall@24700.00,stop_loss
2025-10-01 08:42:20,2025-10-01 08:42:31,long,24718.0,24720.5,20.0,11,breakout_bid_wall@24730.00,profit_target
2025-10-01 08:42:40,2025-10-01 08:43:01,long,24721.25,24723.75,20.0,21,breakout_bid_wall@24730.00,profit_target
2025-10-01 08:44:35,2025-10-01 08:44:37,long,24727.5,24726.25,-10.0,2,breakout_bid_wall@24730.00,stop_loss
2025-10-01 08:44:45,2025-10-01 08:44:49,long,24724.5,24727.0,20.0,4,breakout_bid_wall@24730.00,profit_target
2025-10-01 08:45:26,2025-10-01 08:45:28,long,24725.75,24724.5,-10.0,2,breakout_bid_wall@24730.00,stop_loss
2025-10-01 08:45:31,2025-10-01 08:45:33,long,24724.25,24723.0,-10.0,2,breakout_bid_wall@24730.00,stop_loss
2025-10-01 08:48:32,2025-10-01 08:48:38,long,24719.5,24722.0,20.0,6,breakout_bid_wall@24730.00,profit_target
2025-10-01 08:50:02,2025-10-01 08:50:21,long,24721.0,24723.5,20.0,19,breakout_bid_wall@24730.00,profit_target
2025-10-01 08:50:47,2025-10-01 08:50:51,long,24727.0,24729.5,20.0,4,breakout_bid_wall@24730.00,profit_target
2025-10-01 08:50:52,2025-10-01 08:50:58,long,24731.25,24730.0,-10.0,6,breakout_bid_wall@24730.00,stop_loss
2025-10-01 08:51:17,2025-10-01 08:51:34,long,24728.25,24727.0,-10.0,17,breakout_bid_wall@24730.00,stop_loss
2025-10-01 08:53:49,2025-10-01 08:54:11,long,24722.5,24721.25,-10.0,22,breakout_bid_wall@24730.00,stop_loss
2025-10-01 08:56:01,2025-10-01 08:56:18,long,24722.75,24721.5,-10.0,17,breakout_bid_wall@24730.00,stop_loss
2025-10-01 08:57:59,2025-10-01 08:58:22,long,24719.75,24718.5,-10.0,21,breakout_bid_wall@24730.00,stop_loss
2025-10-01 08:58:43,2025-10-01 08:58:51,long,24718.25,24720.75,20.0,8,breakout_bid_wall@24730.00,profit_target
2025-10-01 08:59:19,2025-10-01 08:59:27,long,24720.0,24718.75,-10.0,8,breakout_bid_wall@24730.00,stop_loss
2025-10-01 09:01:45,2025-10-01 09:01:51,long,24723.25,24722.0,-10.0,5,breakout_bid_wall@24730.00,stop_loss
2025-10-01 09:02:11,2025-10-01 09:02:18,long,24721.5,24720.25,-10.0,7,breakout_bid_wall@24730.00,stop_loss
2025-10-01 09:02:26,2025-10-01 09:02:33,long,24721.5,24720.25,-10.0,4,breakout_bid_wall@24730.00,stop_loss
2025-10-01 09:03:24,2025-10-01 09:03:28,long,24718.0,24716.75,-10.0,4,breakout_bid_wall@24730.00,stop_loss
2025-10-01 09:04:04,2025-10-01 09:04:16,long,24716.75,24715.5,-10.0,12,breakout_bid_wall@24713.50,stop_loss
2025-10-01 09:06:59,2025-10-01 09:07:16,long,24725.5,24724.25,-10.0,17,breakout_bid_wall@24730.00,stop_loss
2025-10-01 09:08:04,2025-10-01 09:08:35,long,24727.75,24730.25,20.0,31,breakout_bid_wall@24730.00,profit_target
2025-10-01 09:12:46,2025-10-01 09:13:12,long,24740.75,24743.25,20.0,26,breakout_bid_wall@24730.00,profit_target
2025-10-01 09:18:52,2025-10-01 09:18:54,long,24737.5,24736.25,-10.0,2,breakout_bid_wall@24730.00,stop_loss
2025-10-01 09:18:57,2025-10-01 09:19:01,long,24736.75,24739.25,20.0,4,breakout_bid_wall@24730.00,profit_target
2025-10-01 09:24:29,2025-10-01 09:24:31,long,24744.75,24743.5,-10.0,2,breakout_bid_wall@24750.00,stop_loss
2025-10-01 09:24:34,2025-10-01 09:24:36,long,24746.0,24744.75,-10.0,1,breakout_bid_wall@24750.00,stop_loss
2025-10-01 09:24:55,2025-10-01 09:25:01,long,24747.0,24745.75,-10.0,6,breakout_bid_wall@24750.00,stop_loss
2025-10-01 09:25:30,2025-10-01 09:25:36,long,24745.75,24748.25,20.0,6,breakout_bid_wall@24750.00,profit_target
2025-10-01 09:26:27,2025-10-01 09:26:35,long,24759.25,24761.75,20.0,8,breakout_bid_wall@24750.00,profit_target
2025-10-01 09:26:42,2025-10-01 09:26:58,short,24762.75,24764.0,-10.0,16,breakout_ask_wall@24775.25,stop_loss
2025-10-01 09:27:07,2025-10-01 09:27:15,long,24766.5,24765.25,-10.0,8,breakout_bid_wall@24760.00,stop_loss
2025-10-01 09:27:32,2025-10-01 09:28:02,short,24763.0,24764.25,-10.0,30,breakout_ask_wall@24775.00,stop_loss
2025-10-01 09:28:07,2025-10-01 09:28:20,short,24763.25,24764.5,-10.0,13,breakout_ask_wall@24769.00,stop_loss
2025-10-01 09:28:22,2025-10-01 09:28:30,short,24764.0,24761.5,20.0,7,breakout_ask_wall@24765.50,profit_target
2025-10-01 09:29:03,2025-10-01 09:29:39,long,24759.75,24758.5,-10.0,35,breakout_bid_wall@24750.00,stop_loss
2025-10-01 09:29:49,2025-10-01 09:30:00,short,24759.75,24761.0,-10.0,10,breakout_ask_wall@24770.00,stop_loss
2025-10-01 09:30:10,2025-10-01 09:30:24,long,24757.75,24756.5,-10.0,14,breakout_bid_wall@24750.00,stop_loss
2025-10-01 09:30:25,2025-10-01 09:30:26,long,24766.0,24764.75,-10.0,1,breakout_bid_wall@24755.00,stop_loss
2025-10-01 09:30:50,2025-10-01 09:30:55,short,24756.75,24754.25,20.0,5,breakout_ask_wall@24757.75,profit_target
2025-10-01 09:31:10,2025-10-01 09:31:36,short,24752.25,24749.75,20.0,26,breakout_ask_wall@24763.00,profit_target
2025-10-01 09:32:25,2025-10-01 09:32:38,long,24745.5,24748.0,20.0,13,breakout_bid_wall@24740.00,profit_target
2025-10-01 09:33:16,2025-10-01 09:33:20,long,24746.75,24745.5,-10.0,4,breakout_bid_wall@24740.00,stop_loss
2025-10-01 09:33:21,2025-10-01 09:33:28,long,24745.25,24744.0,-10.0,7,breakout_bid_wall@24740.00,stop_loss
2025-10-01 09:34:47,2025-10-01 09:35:00,long,24743.75,24746.25,20.0,13,breakout_bid_wall@24750.00,profit_target
2025-10-01 09:35:12,2025-10-01 09:35:13,long,24680.5,24683.0,20.0,1,breakout_bid_wall@24670.00,profit_target
2025-10-01 09:35:47,2025-10-01 09:35:55,long,24750.75,24749.5,-10.0,8,breakout_bid_wall@24750.00,stop_loss
2025-10-01 09:36:37,2025-10-01 09:36:42,long,24748.5,24747.25,-10.0,5,breakout_bid_wall@24739.50,stop_loss
