entry_time,exit_time,direction,regime,entry_price,exit_price,pnl,bars_held,reason,exit_reason
2025-10-17 05:34:32,2025-10-17 05:34:46,short,choppy,24650.75,24652.0,-10.0,14,choppy_breakout_ask@24650.00,stop_loss
2025-10-17 05:36:15,2025-10-17 05:36:39,short,choppy,24653.75,24651.25,20.0,23,choppy_breakout_ask@24650.00,profit_target
2025-10-17 05:41:33,2025-10-17 05:41:36,short,choppy,24638.5,24639.75,-10.0,3,choppy_breakout_ask@24650.00,stop_loss
2025-10-17 05:41:48,2025-10-17 05:41:51,short,choppy,24638.5,24636.0,20.0,3,choppy_breakout_ask@24650.00,profit_target
2025-10-17 05:42:03,2025-10-17 05:42:11,short,choppy,24640.25,24637.75,20.0,8,choppy_breakout_ask@24650.00,profit_target
2025-10-17 05:52:30,2025-10-17 05:52:35,short,choppy,24637.75,24639.0,-10.0,5,choppy_breakout_ask@24650.00,stop_loss
2025-10-17 06:00:00,2025-10-17 06:00:03,short,choppy,24660.0,24661.25,-10.0,3,choppy_breakout_ask@24650.00,stop_loss
2025-10-17 06:22:49,2025-10-17 06:22:50,short,choppy,24649.0,24646.5,20.0,1,choppy_breakout_ask@24650.00,profit_target
2025-10-17 06:24:35,2025-10-17 06:24:42,short,choppy,24647.25,24648.5,-10.0,5,choppy_breakout_ask@24650.00,stop_loss
2025-10-17 06:26:40,2025-10-17 06:26:46,short,choppy,24644.25,24641.75,20.0,6,choppy_breakout_ask@24650.00,profit_target
2025-10-17 06:30:08,2025-10-17 06:30:12,short,choppy,24638.0,24639.25,-10.0,4,choppy_breakout_ask@24650.00,stop_loss
2025-10-17 06:36:40,2025-10-17 06:36:42,short,choppy,24606.0,24603.5,20.0,2,choppy_breakout_ask@24600.00,profit_target
2025-10-17 06:37:05,2025-10-17 06:37:06,short,choppy,24604.25,24605.5,-10.0,1,choppy_breakout_ask@24600.00,stop_loss
2025-10-17 06:38:30,2025-10-17 06:38:32,short,choppy,24589.25,24586.75,20.0,2,choppy_breakout_ask@24600.00,profit_target
2025-10-17 06:40:05,2025-10-17 06:40:18,short,choppy,24611.5,24612.75,-10.0,13,choppy_breakout_ask@24600.00,stop_loss
2025-10-17 06:40:25,2025-10-17 06:40:28,short,choppy,24608.25,24605.75,20.0,3,choppy_breakout_ask@24600.00,profit_target
2025-10-17 06:40:55,2025-10-17 06:41:00,short,choppy,24603.0,24604.25,-10.0,5,choppy_breakout_ask@24600.00,stop_loss
2025-10-17 06:42:15,2025-10-17 06:42:18,short,choppy,24594.5,24595.75,-10.0,3,choppy_breakout_ask@24590.00,stop_loss
2025-10-17 06:43:55,2025-10-17 06:43:56,short,choppy,24606.75,24608.0,-10.0,1,choppy_breakout_ask@24600.00,stop_loss
2025-10-17 06:44:05,2025-10-17 06:44:11,short,choppy,24605.5,24606.75,-10.0,6,choppy_breakout_ask@24600.00,stop_loss
2025-10-17 06:44:30,2025-10-17 06:44:32,short,choppy,24602.5,24603.75,-10.0,2,choppy_breakout_ask@24600.00,stop_loss
2025-10-17 06:45:45,2025-10-17 06:45:51,short,choppy,24612.25,24609.75,20.0,6,choppy_breakout_ask@24600.00,profit_target
2025-10-17 06:46:25,2025-10-17 06:46:28,short,choppy,24598.75,24596.25,20.0,3,choppy_breakout_ask@24600.00,profit_target
2025-10-17 06:46:35,2025-10-17 06:46:37,short,choppy,24595.75,24597.0,-10.0,2,choppy_breakout_ask@24600.00,stop_loss
2025-10-17 06:47:45,2025-10-17 06:47:49,short,choppy,24600.0,24597.5,20.0,4,choppy_breakout_ask@24600.00,profit_target
