entry_time,exit_time,direction,entry_price,exit_price,pnl,bars_held,reason,exit_reason
2025-10-10 10:38:08,2025-10-10 10:38:31,long,25279.5,25278.25,-10.0,21,breakout_bid_wall@25275.00,stop_loss
2025-10-10 10:38:58,2025-10-10 10:40:26,long,25278.5,25281.0,20.0,75,breakout_bid_wall@25275.00,profit_target
2025-10-10 10:40:31,2025-10-10 10:40:54,long,25282.25,25281.0,-10.0,23,breakout_bid_wall@25275.00,stop_loss
2025-10-10 10:41:15,2025-10-10 10:41:18,long,25284.25,25283.0,-10.0,3,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:41:20,2025-10-10 10:41:43,long,25284.0,25282.75,-10.0,21,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:42:15,2025-10-10 10:42:27,long,25283.0,25285.5,20.0,12,breakout_bid_wall@25295.00,profit_target
2025-10-10 10:42:30,2025-10-10 10:42:47,long,25285.75,25288.25,20.0,17,breakout_bid_wall@25295.00,profit_target
2025-10-10 10:43:40,2025-10-10 10:44:00,long,25290.5,25293.0,20.0,20,breakout_bid_wall@25300.00,profit_target
2025-10-10 10:46:13,2025-10-10 10:46:15,long,25286.25,25285.0,-10.0,2,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:46:23,2025-10-10 10:47:20,long,25285.75,25284.5,-10.0,55,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:49:02,2025-10-10 10:49:10,long,25287.5,25286.25,-10.0,8,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:49:28,2025-10-10 10:49:59,long,25286.75,25285.5,-10.0,26,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:50:09,2025-10-10 10:50:19,long,25285.75,25284.5,-10.0,10,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:50:25,2025-10-10 10:50:40,long,25286.5,25289.0,20.0,13,breakout_bid_wall@25295.00,profit_target
2025-10-10 10:51:12,2025-10-10 10:51:32,long,25291.25,25293.75,20.0,20,breakout_bid_wall@25300.00,profit_target
2025-10-10 10:51:57,2025-10-10 10:52:41,long,25295.25,25294.0,-10.0,40,breakout_bid_wall@25300.00,stop_loss
2025-10-10 10:52:46,2025-10-10 10:52:59,long,25294.5,25293.25,-10.0,10,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:53:05,2025-10-10 10:53:18,long,25291.75,25290.5,-10.0,13,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:53:36,2025-10-10 10:54:36,long,25292.25,25291.0,-10.0,57,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:54:39,2025-10-10 10:54:42,long,25291.5,25290.25,-10.0,3,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:54:44,2025-10-10 10:55:25,long,25290.25,25292.75,20.0,33,breakout_bid_wall@25295.00,profit_target
2025-10-10 10:55:45,2025-10-10 10:56:18,long,25290.75,25293.25,20.0,28,breakout_bid_wall@25300.00,profit_target
2025-10-10 10:56:43,2025-10-10 10:56:52,long,25294.75,25293.5,-10.0,8,breakout_bid_wall@25295.00,stop_loss
2025-10-10 10:56:59,2025-10-10 10:57:09,long,25294.75,25293.5,-10.0,8,breakout_bid_wall@25300.00,stop_loss
2025-10-10 10:57:17,2025-10-10 10:57:30,long,25293.5,25296.0,20.0,12,breakout_bid_wall@25300.00,profit_target
2025-10-10 10:57:53,2025-10-10 10:58:27,long,25296.0,25294.75,-10.0,34,breakout_bid_wall@25300.00,stop_loss
2025-10-10 10:58:28,2025-10-10 10:58:33,short,25296.5,25297.75,-10.0,5,breakout_ask_wall@25289.50,stop_loss
2025-10-10 10:59:33,2025-10-10 11:00:34,short,25301.25,25302.5,-10.0,61,breakout_ask_wall@25289.50,stop_loss
2025-10-10 11:00:44,2025-10-10 11:01:22,short,25303.75,25305.0,-10.0,38,breakout_ask_wall@25297.00,stop_loss
2025-10-10 11:03:09,2025-10-10 11:03:17,short,25308.25,25309.5,-10.0,8,breakout_ask_wall@25298.00,stop_loss
2025-10-10 11:03:19,2025-10-10 11:03:45,short,25309.75,25311.0,-10.0,26,breakout_ask_wall@25298.00,stop_loss
2025-10-10 11:05:45,2025-10-10 11:06:18,short,25305.5,25303.0,20.0,32,breakout_ask_wall@25298.00,profit_target
2025-10-10 11:06:53,2025-10-10 11:07:16,short,25302.5,25300.0,20.0,21,breakout_ask_wall@25298.00,profit_target
2025-10-10 11:10:11,2025-10-10 11:10:24,short,25304.5,25305.75,-10.0,13,breakout_ask_wall@25298.00,stop_loss
2025-10-10 11:10:26,2025-10-10 11:10:31,short,25306.75,25308.0,-10.0,4,breakout_ask_wall@25298.00,stop_loss
2025-10-10 11:11:02,2025-10-10 11:11:27,short,25311.5,25312.75,-10.0,25,breakout_ask_wall@25300.00,stop_loss
2025-10-10 11:12:47,2025-10-10 11:13:41,short,25311.25,25308.75,20.0,49,breakout_ask_wall@25300.00,profit_target
2025-10-10 11:13:42,2025-10-10 11:13:45,short,25309.75,25311.0,-10.0,3,breakout_ask_wall@25298.00,stop_loss
2025-10-10 11:15:25,2025-10-10 11:16:08,short,25311.25,25312.5,-10.0,40,breakout_ask_wall@25320.00,stop_loss
2025-10-10 11:18:49,2025-10-10 11:19:18,short,25308.25,25305.75,20.0,23,breakout_ask_wall@25298.00,profit_target
2025-10-10 11:19:34,2025-10-10 11:19:41,short,25309.25,25310.5,-10.0,5,breakout_ask_wall@25298.00,stop_loss
2025-10-10 11:20:18,2025-10-10 11:21:05,short,25309.75,25307.25,20.0,37,breakout_ask_wall@25298.00,profit_target
2025-10-10 11:21:20,2025-10-10 11:21:36,short,25310.5,25308.0,20.0,12,breakout_ask_wall@25300.00,profit_target
2025-10-10 11:21:39,2025-10-10 11:22:11,short,25311.25,25312.5,-10.0,30,breakout_ask_wall@25300.00,stop_loss
2025-10-10 11:22:29,2025-10-10 11:22:30,short,25289.25,25290.5,-10.0,1,breakout_ask_wall@25300.00,stop_loss
2025-10-10 11:23:35,2025-10-10 11:24:48,short,25312.5,25310.0,20.0,64,breakout_ask_wall@25300.00,profit_target
2025-10-10 11:25:04,2025-10-10 11:26:19,short,25307.5,25308.75,-10.0,65,breakout_ask_wall@25320.00,stop_loss
2025-10-10 11:26:29,2025-10-10 11:26:46,short,25309.25,25310.5,-10.0,16,breakout_ask_wall@25320.00,stop_loss
2025-10-10 11:26:50,2025-10-10 11:26:56,short,25310.75,25308.25,20.0,5,breakout_ask_wall@25320.00,profit_target
2025-10-10 11:27:07,2025-10-10 11:27:33,short,25309.5,25310.75,-10.0,21,breakout_ask_wall@25320.00,stop_loss
2025-10-10 11:30:39,2025-10-10 11:30:45,short,25314.25,25315.5,-10.0,5,breakout_ask_wall@25320.00,stop_loss
2025-10-10 11:31:36,2025-10-10 11:31:54,short,25316.25,25313.75,20.0,17,breakout_ask_wall@25320.00,profit_target
2025-10-10 11:31:57,2025-10-10 11:32:05,short,25316.25,25317.5,-10.0,8,breakout_ask_wall@25320.00,stop_loss
2025-10-10 11:33:05,2025-10-10 11:33:34,short,25317.25,25318.5,-10.0,27,breakout_ask_wall@25320.00,stop_loss
2025-10-10 11:34:29,2025-10-10 11:35:23,short,25321.75,25319.25,20.0,49,breakout_ask_wall@25320.00,profit_target
2025-10-10 11:35:39,2025-10-10 11:35:45,short,25318.5,25319.75,-10.0,5,breakout_ask_wall@25320.00,stop_loss
2025-10-10 11:36:01,2025-10-10 11:37:24,short,25319.5,25317.0,20.0,74,breakout_ask_wall@25320.00,profit_target
